지점,지점명,일시,평균기온(°C),일강수량(mm),최대 풍속(m/s),합계 일사량(MJ/m2),평균 전운량(1/10)
108,서울,2021-11-28,5.1,,2.8,11.02,4
108,서울,2021-11-29,7.6,,2.9,7.47,7
108,서울,2021-11-30,5.7,27.2,8.4,.84,9
108,서울,2021-12-01,-1.3,,7.2,12.23,.6
108,서울,2021-12-02,1.3,.1,4.6,6.48,4.5
108,서울,2021-12-03,1.9,.4,5.8,11.85,1.4
108,서울,2021-12-04,1.4,,4.8,10.46,1
108,서울,2021-12-05,2.9,,2.9,11.07,0
108,서울,2021-12-06,5.4,,2.8,9.37,4.1
108,서울,2021-12-07,6.8,,2.6,9.35,0
108,서울,2021-12-08,6.7,,2.6,10.53,1.6
108,서울,2021-12-09,6.5,,3.5,4.98,6.9
108,서울,2021-12-10,7,.7,3.4,1.35,8.1
108,서울,2021-12-11,6,,3.6,7.34,8.1
108,서울,2021-12-12,1.2,,6.6,9.67,2.5
108,서울,2021-12-13,-2.2,,4.1,11.43,2.1
108,서울,2021-12-14,3.7,1.2,3.6,6.1,9
108,서울,2021-12-15,7.2,2.1,3.9,4.11,7.3
108,서울,2021-12-16,6.4,0,4.6,7.6,7.1
108,서울,2021-12-17,-5.6,,8.1,10.96,1.4
108,서울,2021-12-18,-5.7,2.8,3.6,6.79,4.1
108,서울,2021-12-19,-.8,.2,4.9,8.82,.6
108,서울,2021-12-20,5.2,0,5.1,8.61,4.6
108,서울,2021-12-21,5.2,,4.4,7.93,1.4
108,서울,2021-12-22,2.2,,3.3,10.21,0
108,서울,2021-12-23,2.7,,2.8,8.85,2.8
108,서울,2021-12-24,-.3,.2,6.2,2.08,6.1
108,서울,2021-12-25,-11.7,,7,11.64,0
108,서울,2021-12-26,-12.1,,4.8,11.55,0
108,서울,2021-12-27,-7.6,0,3.1,6.09,3.1
108,서울,2021-12-28,-4.1,,3.1,4.32,4.1
108,서울,2021-12-29,.4,.2,5.9,4.64,5.1
108,서울,2021-12-30,-3.9,0,6.6,9.14,2
108,서울,2021-12-31,-6.7,,5.4,11.7,0
